YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_ARR_1,FLT_TOT_1,FLT_DEP_IFR_2,FLT_ARR_IFR_2,FLT_TOT_IFR_2
2020,01,JAN,01-01-20,LATI,Tirana,Albania,34,34,68,,,
2020,01,JAN,01-01-20,UDYZ,Yerevan,Armenia,37,35,72,,,
2020,01,JAN,01-01-20,LOWG,Graz,Austria,8,10,18,,,
2020,01,JAN,01-01-20,LOWI,Innsbruck,Austria,19,21,40,,,
2020,01,JAN,01-01-20,LOWK,Klagenfurt,Austria,6,5,11,,,
2020,01,JAN,01-01-20,LOWL,Linz,Austria,1,4,5,,,
2020,01,JAN,01-01-20,LOWS,Salzburg,Austria,22,22,44,,,
2020,01,JAN,01-01-20,LOWW,Vienna,Austria,283,255,538,283,251,534
2020,01,JAN,01-01-20,EBAW,Antwerp,Belgium,5,6,11,,,
2020,01,JAN,01-01-20,EBBR,Brussels,Belgium,202,193,395,201,193,394
2020,01,JAN,01-01-20,EBCI,Charleroi,Belgium,63,64,127,63,63,126
2020,01,JAN,01-01-20,EBLG,Liège,Belgium,9,11,20,,,
2020,01,JAN,01-01-20,EBOS,Ostend-Bruges,Belgium,6,5,11,,,
2020,01,JAN,01-01-20,LQSA,Sarajevo,Bosnia and Herzegovina,10,10,20,,,
2020,01,JAN,01-01-20,LBSF,Sofia,Bulgaria,60,59,119,60,59,119
2020,01,JAN,01-01-20,LDZA,Zagreb,Croatia,38,37,75,38,37,75
2020,01,JAN,01-01-20,LCLK,Larnaca,Cyprus,42,43,85,,,
2020,01,JAN,01-01-20,LCPH,Paphos,Cyprus,27,27,54,,,
2020,01,JAN,01-01-20,LKKV,Karlovy Vary,Czech Republic,2,1,3,,,
2020,01,JAN,01-01-20,LKPR,Prague,Czech Republic,154,152,306,152,151,303
2020,01,JAN,01-01-20,LKTB,Brno-Tuřany,Czech Republic,1,1,2,,,
2020,01,JAN,01-01-20,EKCH,Copenhagen - Kastrup,Denmark,230,221,451,230,221,451
2020,01,JAN,01-01-20,EETN,Tallinn,Estonia,42,45,87,42,45,87
2020,01,JAN,01-01-20,EETU,Tartu,Estonia,0,1,1,,,
2020,01,JAN,01-01-20,EFHK,Helsinki - Vantaa,Finland,210,196,406,215,201,416
2020,01,JAN,01-01-20,LFBD,Bordeaux-Mérignac,France,68,67,135,,,
2020,01,JAN,01-01-20,LFBE,Bergerac-Roumanière,France,2,2,4,,,
2020,01,JAN,01-01-20,LFBI,Poitiers-Biard,France,1,1,2,,,
2020,01,JAN,01-01-20,LFBL,Limoges-Bellegarde,France,3,3,6,,,
2020,01,JAN,01-01-20,LFBO,Toulouse-Blagnac,France,85,88,173,82,87,169
2020,01,JAN,01-01-20,LFBP,Pau-Pyrénées,France,8,8,16,,,
2020,01,JAN,01-01-20,LFBT,Tarbes-Lourdes Pyrénées,France,4,4,8,,,
2020,01,JAN,01-01-20,LFBZ,Biarritz-Bayonne-Anglet,France,8,9,17,,,
2020,01,JAN,01-01-20,LFCR,Rodez-Marcillac,France,1,1,2,,,
2020,01,JAN,01-01-20,LFJL,Metz-Nancy-Lorraine,France,3,5,8,,,
2020,01,JAN,01-01-20,LFKB,Bastia-Poretta,France,12,12,24,,,
2020,01,JAN,01-01-20,LFKC,Calvi-Sainte-Catherine,France,4,4,8,,,
2020,01,JAN,01-01-20,LFKF,Figari-Sud Corse,France,5,5,10,,,
2020,01,JAN,01-01-20,LFKJ,Ajaccio-Napoléon-Bonaparte,France,10,10,20,,,
2020,01,JAN,01-01-20,LFLB,Chambéry-Aix-les-Bains,France,6,10,16,,,
2020,01,JAN,01-01-20,LFLC,Clermont-Ferrand-Auvergne,France,7,8,15,,,
2020,01,JAN,01-01-20,LFLI,Annemasse,France,1,0,1,,,
2020,01,JAN,01-01-20,LFLL,Lyon-Saint-Exupéry,France,103,106,209,103,105,208
2020,01,JAN,01-01-20,LFLP,Annecy-Meythet,France,3,1,4,,,
2020,01,JAN,01-01-20,LFLS,Grenoble-Isère,France,4,4,8,,,
2020,01,JAN,01-01-20,LFLY,Lyon-Bron,France,3,2,5,,,
2020,01,JAN,01-01-20,LFMD,Cannes-Mandelieu,France,3,5,8,,,
2020,01,JAN,01-01-20,LFMK,Carcassonne-Salvaza,France,3,3,6,,,
2020,01,JAN,01-01-20,LFML,Marseille-Provence,France,92,93,185,94,97,191
2020,01,JAN,01-01-20,LFMN,Nice-Côte d’Azur,France,134,129,263,134,128,262
2020,01,JAN,01-01-20,LFMP,Perpignan-Rivesaltes,France,4,5,9,,,
2020,01,JAN,01-01-20,LFMT,Montpellier-Méditerranée,France,22,21,43,,,
2020,01,JAN,01-01-20,LFMU,Béziers-Vias,France,3,3,6,,,
2020,01,JAN,01-01-20,LFOB,Beauvais-Tillé,France,35,35,70,,,
2020,01,JAN,01-01-20,LFOH,Le Havre-Octeville,France,1,0,1,,,
2020,01,JAN,01-01-20,LFOK,Châlons-Vatry,France,2,2,4,,,
2020,01,JAN,01-01-20,LFOT,Tours-Val de Loire,France,2,2,4,,,
2020,01,JAN,01-01-20,LFPB,Paris-Le Bourget,France,21,23,44,,,
2020,01,JAN,01-01-20,LFPG,Paris-Charles-de-Gaulle,France,576,560,1136,577,560,1137
2020,01,JAN,01-01-20,LFPN,Toussus-le-Noble,France,1,1,2,,,
2020,01,JAN,01-01-20,LFPO,Paris-Orly,France,254,240,494,254,243,497
2020,01,JAN,01-01-20,LFQQ,Lille-Lesquin,France,21,20,41,,,
2020,01,JAN,01-01-20,LFRB,Brest-Bretagne,France,12,12,24,,,
2020,01,JAN,01-01-20,LFRD,Dinard-Pleurtuit-Saint-Malo,France,1,0,1,,,
2020,01,JAN,01-01-20,LFRG,Deauville-Normandie,France,0,1,1,,,
2020,01,JAN,01-01-20,LFRH,Lorient-Lann Bihoué,France,4,4,8,,,
2020,01,JAN,01-01-20,LFRK,Caen-Carpiquet,France,1,0,1,,,
2020,01,JAN,01-01-20,LFRN,Rennes-Saint-Jacques,France,12,13,25,,,
2020,01,JAN,01-01-20,LFRQ,Quimper-Pluguffan,France,1,2,3,,,
2020,01,JAN,01-01-20,LFRS,Nantes-Atlantique,France,59,62,121,,,
2020,01,JAN,01-01-20,LFRZ,Saint-Nazaire-Montoir,France,0,2,2,,,
2020,01,JAN,01-01-20,LFSB,Bâle-Mulhouse,France,83,86,169,163,84,247
2020,01,JAN,01-01-20,LFST,Strasbourg-Entzheim,France,16,15,31,,,
2020,01,JAN,01-01-20,LFTH,Hyères-Le Palyvestre,France,6,6,12,,,
2020,01,JAN,01-01-20,LFTW,Nîmes-Garons,France,1,1,2,,,
2020,01,JAN,01-01-20,UGTB,Tbilisi,Georgia,23,24,47,,,
2020,01,JAN,01-01-20,EDDB,Berlin - Brandenburg,Germany,95,95,190,96,95,191
2020,01,JAN,01-01-20,EDDC,Dresden,Germany,13,12,25,13,12,25
2020,01,JAN,01-01-20,EDDF,Frankfurt,Germany,423,355,778,423,355,778
2020,01,JAN,01-01-20,EDDG,Muenster-Osnabrueck,Germany,5,5,10,5,5,10
2020,01,JAN,01-01-20,EDDH,Hamburg,Germany,110,116,226,110,116,226
2020,01,JAN,01-01-20,EDDK,Cologne-Bonn,Germany,90,89,179,89,91,180
2020,01,JAN,01-01-20,EDDL,Dusseldorf,Germany,188,190,378,190,190,380
2020,01,JAN,01-01-20,EDDM,Munich,Germany,328,292,620,328,292,620
2020,01,JAN,01-01-20,EDDN,Nuremberg,Germany,39,43,82,39,43,82
2020,01,JAN,01-01-20,EDDP,Leipzig-Halle,Germany,29,38,67,29,38,67
2020,01,JAN,01-01-20,EDDR,Saarbruecken,Germany,3,4,7,3,4,7
2020,01,JAN,01-01-20,EDDS,Stuttgart,Germany,87,90,177,87,89,176
2020,01,JAN,01-01-20,EDDT,Berlin - Tegel,Germany,183,188,371,183,187,370
2020,01,JAN,01-01-20,EDDV,Hanover,Germany,40,45,85,40,45,85
2020,01,JAN,01-01-20,EDDW,Bremen,Germany,20,21,41,20,21,41
2020,01,JAN,01-01-20,LGAV,Athens,Greece,213,206,419,212,206,418
2020,01,JAN,01-01-20,LGIR,Heraklion,Greece,15,15,30,,,
2020,01,JAN,01-01-20,LGKF,Kefallinia,Greece,2,2,4,,,
2020,01,JAN,01-01-20,LGKO,Kos,Greece,5,5,10,,,
2020,01,JAN,01-01-20,LGKR,Corfu,Greece,8,7,15,,,
2020,01,JAN,01-01-20,LGMK,Mikonos,Greece,4,4,8,,,
2020,01,JAN,01-01-20,LGRP,Rodos,Greece,7,6,13,,,
2020,01,JAN,01-01-20,LGSA,Khania - Souda,Greece,10,13,23,,,
2020,01,JAN,01-01-20,LGSR,Santorini,Greece,5,6,11,,,
2020,01,JAN,01-01-20,LGTS,Thessaloniki,Greece,39,39,78,,,
2020,01,JAN,01-01-20,LGZA,Zakinthos,Greece,1,1,2,,,
2020,01,JAN,01-01-20,LHBP,Budapest - Ferihegy,Hungary,144,141,285,144,142,286
2020,01,JAN,01-01-20,EICK,Cork,Ireland,27,26,53,23,24,47
2020,01,JAN,01-01-20,EIDL,Donegal,Ireland,1,2,3,,,
2020,01,JAN,01-01-20,EIDW,Dublin,Ireland,254,253,507,254,253,507
2020,01,JAN,01-01-20,EIKN,Connaught,Ireland,8,7,15,,,
2020,01,JAN,01-01-20,EIKY,Kerry - Farranfore,Ireland,2,3,5,,,
2020,01,JAN,01-01-20,EINN,Shannon,Ireland,13,14,27,,,
2020,01,JAN,01-01-20,LLBG,Ben Gurion International,Israel,204,192,396,,,
2020,01,JAN,01-01-20,LIBR,Brindisi,Italy,17,20,37,,,
2020,01,JAN,01-01-20,LICC,Catania,Italy,78,79,157,78,79,157
2020,01,JAN,01-01-20,LIMC,Milan - Malpensa,Italy,234,240,474,234,240,474
2020,01,JAN,01-01-20,LIME,Bergamo,Italy,106,107,213,106,107,213
2020,01,JAN,01-01-20,LIMF,Torino Caselle,Italy,39,44,83,40,44,84
2020,01,JAN,01-01-20,LIML,Milan - Linate,Italy,124,120,244,126,120,246
2020,01,JAN,01-01-20,LIPE,Bologna,Italy,76,77,153,74,76,150
2020,01,JAN,01-01-20,LIPH,Treviso,Italy,24,23,47,,,
2020,01,JAN,01-01-20,LIPZ,Venice,Italy,90,96,186,90,96,186
2020,01,JAN,01-01-20,LIRA,Rome - Ciampino,Italy,44,45,89,44,46,90
2020,01,JAN,01-01-20,LIRF,Rome - Fiumicino,Italy,354,336,690,354,335,689
2020,01,JAN,01-01-20,LIRN,Naples,Italy,72,75,147,69,72,141
2020,01,JAN,01-01-20,LIRP,Pisa San Giusto,Italy,38,39,77,,,
2020,01,JAN,01-01-20,EVLA,Liepaja,Latvia,0,1,1,,,
2020,01,JAN,01-01-20,EVRA,Riga,Latvia,102,100,202,102,97,199
2020,01,JAN,01-01-20,EYKA,Kaunas,Lithuania,6,8,14,,,
2020,01,JAN,01-01-20,EYPA,Palanga,Lithuania,4,5,9,,,
2020,01,JAN,01-01-20,EYSA,Siauliai,Lithuania,1,1,2,,,
2020,01,JAN,01-01-20,EYVI,Vilnius,Lithuania,50,49,99,50,49,99
2020,01,JAN,01-01-20,ELLX,Luxembourg,Luxembourg,65,62,127,65,62,127
2020,01,JAN,01-01-20,LMML,Malta,Malta,56,53,109,56,53,109
2020,01,JAN,01-01-20,LUKK,Chișinău,Moldova,20,20,40,,,
2020,01,JAN,01-01-20,LYPG,Podgorica,Montenegro,9,9,18,,,
2020,01,JAN,01-01-20,GMAD,Al Massira,Morocco,22,23,45,,,
2020,01,JAN,01-01-20,GMFF,Saïss,Morocco,12,15,27,,,
2020,01,JAN,01-01-20,GMME,Rabat-Salé,Morocco,20,16,36,,,
2020,01,JAN,01-01-20,GMMN,Mohammed V International,Morocco,126,122,248,,,
2020,01,JAN,01-01-20,GMMX,Menara,Morocco,85,85,170,,,
2020,01,JAN,01-01-20,GMTT,Ibn Batouta,Morocco,19,18,37,,,
2020,01,JAN,01-01-20,EHAM,Amsterdam - Schiphol,Netherlands,604,593,1197,604,593,1197
2020,01,JAN,01-01-20,EHBK,Maastricht-Aachen,Netherlands,10,10,20,,,
2020,01,JAN,01-01-20,EHGG,Groningen,Netherlands,1,1,2,,,
2020,01,JAN,01-01-20,EHRD,Rotterdam,Netherlands,19,20,39,,,
2020,01,JAN,01-01-20,ENAL,Alesund,Norway,7,10,17,,,
2020,01,JAN,01-01-20,ENAN,Andenes,Norway,2,3,5,,,
2020,01,JAN,01-01-20,ENAT,Alta,Norway,7,9,16,,,
2020,01,JAN,01-01-20,ENBL,Forde Bringeland,Norway,4,5,9,,,
2020,01,JAN,01-01-20,ENBN,Bronnoysund Bronnoy,Norway,4,5,9,,,
2020,01,JAN,01-01-20,ENBO,Bodø,Norway,38,33,71,,,
2020,01,JAN,01-01-20,ENBR,Bergen,Norway,89,85,174,,,
2020,01,JAN,01-01-20,ENBS,Batsfjord,Norway,3,3,6,,,
2020,01,JAN,01-01-20,ENBV,Berlevåg,Norway,3,3,6,,,
2020,01,JAN,01-01-20,ENCN,Kristiansand Kjevik,Norway,11,16,27,,,
2020,01,JAN,01-01-20,ENDU,Bardufoss,Norway,2,3,5,,,
2020,01,JAN,01-01-20,ENEV,Harstad - Narvik Evenes,Norway,5,9,14,,,
2020,01,JAN,01-01-20,ENFL,Florø,Norway,9,11,20,,,
2020,01,JAN,01-01-20,ENGM,Oslo - Gardermoen,Norway,254,230,484,254,230,484
2020,01,JAN,01-01-20,ENHD,Haugesund,Norway,5,6,11,,,
2020,01,JAN,01-01-20,ENHF,Hammerfest,Norway,12,12,24,,,
2020,01,JAN,01-01-20,ENHV,Honningsvåg Valan,Norway,3,3,6,,,
2020,01,JAN,01-01-20,ENKB,Kristiansund Kvernberget,Norway,3,4,7,,,
2020,01,JAN,01-01-20,ENKR,Kirkenes Høybuktmoen,Norway,10,11,21,,,
2020,01,JAN,01-01-20,ENLK,Leknes,Norway,7,8,15,,,
2020,01,JAN,01-01-20,ENMH,Mehamn,Norway,4,4,8,,,
2020,01,JAN,01-01-20,ENML,Molde Årø,Norway,4,7,11,,,
2020,01,JAN,01-01-20,ENNA,Lakselv Banak,Norway,2,3,5,,,
2020,01,JAN,01-01-20,ENNM,Namsos Høknesøra,Norway,1,1,2,,,
2020,01,JAN,01-01-20,ENOV,Orsta¿Volda Hovden,Norway,3,5,8,,,
2020,01,JAN,01-01-20,ENRA,Mo i Rana Røssvoll,Norway,4,5,9,,,
2020,01,JAN,01-01-20,ENRM,Rorvik Ryum,Norway,2,3,5,,,
2020,01,JAN,01-01-20,ENRO,Roros,Norway,2,2,4,,,
2020,01,JAN,01-01-20,ENRS,Rost,Norway,0,1,1,,,
2020,01,JAN,01-01-20,ENSB,Svalbard Longyear,Norway,1,1,2,,,
2020,01,JAN,01-01-20,ENSD,Sandane  Anda,Norway,1,2,3,,,
2020,01,JAN,01-01-20,ENSG,Sogndal Haukåsen,Norway,5,5,10,,,
2020,01,JAN,01-01-20,ENSH,Svolvær Helle,Norway,3,3,6,,,
2020,01,JAN,01-01-20,ENSK,Stokmarknes Skagen,Norway,4,4,8,,,
2020,01,JAN,01-01-20,ENSR,Sorkjosen,Norway,1,1,2,,,
2020,01,JAN,01-01-20,ENSS,Vardø Svartnes,Norway,3,3,6,,,
2020,01,JAN,01-01-20,ENST,Sandnessjøen Stokka,Norway,4,4,8,,,
2020,01,JAN,01-01-20,ENTC,Tromsø,Norway,53,51,104,,,
2020,01,JAN,01-01-20,ENVA,Trondheim,Norway,42,48,90,,,
2020,01,JAN,01-01-20,ENVD,Vadsø,Norway,5,6,11,,,
2020,01,JAN,01-01-20,ENZV,Stavanger,Norway,47,53,100,,,
2020,01,JAN,01-01-20,EPBY,Bydgoszcz,Poland,5,6,11,,,
2020,01,JAN,01-01-20,EPGD,Gdansk,Poland,52,52,104,,,
2020,01,JAN,01-01-20,EPKK,Krakow - Balice,Poland,75,76,151,,,
2020,01,JAN,01-01-20,EPKT,Katowice - Pyrzowice,Poland,26,29,55,,,
2020,01,JAN,01-01-20,EPLB,Lublin,Poland,6,6,12,,,
2020,01,JAN,01-01-20,EPLL,Lodz - Lublinek,Poland,1,1,2,,,
2020,01,JAN,01-01-20,EPMO,Warszawa - Modlin,Poland,24,22,46,,,
2020,01,JAN,01-01-20,EPPO,Poznan - Lawica,Poland,13,14,27,,,
2020,01,JAN,01-01-20,EPRZ,Rzeszow - Jasionka,Poland,5,6,11,,,
2020,01,JAN,01-01-20,EPSC,Szczecin - Goleniów,Poland,5,5,10,,,
2020,01,JAN,01-01-20,EPSY,Olsztyn-Mazury,Poland,4,4,8,,,
2020,01,JAN,01-01-20,EPWA,Warszawa - Chopina,Poland,223,203,426,223,203,426
2020,01,JAN,01-01-20,EPWR,Wroclaw - Strachowice,Poland,29,28,57,,,
2020,01,JAN,01-01-20,LPAZ,Santa Maria,Portugal,2,3,5,,,
2020,01,JAN,01-01-20,LPCS,Cascais,Portugal,3,3,6,,,
2020,01,JAN,01-01-20,LPFL,Flores,Portugal,2,2,4,,,
2020,01,JAN,01-01-20,LPFR,Faro,Portugal,32,33,65,34,33,67
2020,01,JAN,01-01-20,LPHR,Horta,Portugal,5,5,10,,,
2020,01,JAN,01-01-20,LPMA,Madeira,Portugal,29,29,58,,,
2020,01,JAN,01-01-20,LPMT,Montijo,Portugal,0,1,1,,,
2020,01,JAN,01-01-20,LPPD,Ponta Delgada,Portugal,20,18,38,,,
2020,01,JAN,01-01-20,LPPR,Porto,Portugal,104,105,209,104,105,209
2020,01,JAN,01-01-20,LPPS,Porto Santo,Portugal,3,3,6,,,
2020,01,JAN,01-01-20,LPPT,Lisbon,Portugal,278,272,550,277,273,550
2020,01,JAN,01-01-20,LWSK,Skopje,Republic of North Macedonia,20,20,40,,,
2020,01,JAN,01-01-20,LRBS,Bucharest - Băneasa,Romania,1,1,2,,,
2020,01,JAN,01-01-20,LROP,Bucharest - Otopeni,Romania,90,94,184,90,94,184
2020,01,JAN,01-01-20,LYBE,Belgrade - Nikola Tesla,Serbia,70,63,133,,,
2020,01,JAN,01-01-20,LZIB,Bratislava,Slovakia,15,14,29,15,14,29
2020,01,JAN,01-01-20,LJLJ,Ljubljana,Slovenia,15,14,29,15,14,29
2020,01,JAN,01-01-20,GCFV,Fuerteventura,Spain,48,48,96,48,47,95
2020,01,JAN,01-01-20,GCGM,La Gomera,Spain,2,2,4,,,
2020,01,JAN,01-01-20,GCHI,Hierro,Spain,6,6,12,,,
2020,01,JAN,01-01-20,GCLA,La Palma,Spain,28,29,57,,,
2020,01,JAN,01-01-20,GCLP,Gran Canaria,Spain,161,162,323,161,159,320
2020,01,JAN,01-01-20,GCRR,Lanzarote,Spain,55,56,111,55,56,111
2020,01,JAN,01-01-20,GCTS,Tenerife Sur - Reina Sofia,Spain,89,88,177,88,86,174
2020,01,JAN,01-01-20,GCXO,Tenerife North,Spain,86,86,172,86,84,170
2020,01,JAN,01-01-20,GEML,Melilla,Spain,8,8,16,,,
2020,01,JAN,01-01-20,LEAL,Alicante,Spain,81,82,163,79,82,161
2020,01,JAN,01-01-20,LEAM,Almeria,Spain,4,4,8,,,
2020,01,JAN,01-01-20,LEAS,Asturias,Spain,9,10,19,,,
2020,01,JAN,01-01-20,LEBA,Cordoba,Spain,1,0,1,,,
2020,01,JAN,01-01-20,LEBB,Bilbao,Spain,45,47,92,45,47,92
2020,01,JAN,01-01-20,LEBL,Barcelona,Spain,384,382,766,383,380,763
2020,01,JAN,01-01-20,LEBZ,Badajoz,Spain,2,2,4,,,
2020,01,JAN,01-01-20,LECO,La Coruna,Spain,11,11,22,,,
2020,01,JAN,01-01-20,LECU,Madrid - Cuatro Viento,Spain,1,0,1,,,
2020,01,JAN,01-01-20,LEGE,Gerona,Spain,5,5,10,,,
2020,01,JAN,01-01-20,LEGR,Granada,Spain,12,12,24,,,
2020,01,JAN,01-01-20,LEIB,Ibiza,Spain,25,26,51,25,26,51
2020,01,JAN,01-01-20,LEJR,Jerez De La Frontera,Spain,8,7,15,,,
2020,01,JAN,01-01-20,LELN,Leon,Spain,2,2,4,,,
2020,01,JAN,01-01-20,LEMD,Madrid - Barajas,Spain,478,473,951,478,470,948
2020,01,JAN,01-01-20,LEMG,Málaga,Spain,140,135,275,138,135,273
2020,01,JAN,01-01-20,LEMH,Mahon,Spain,14,14,28,,,
2020,01,JAN,01-01-20,LEMI,Región de Murcia International Airport,Spain,3,3,6,,,
2020,01,JAN,01-01-20,LEPA,Palma de Mallorca,Spain,114,118,232,113,118,231
2020,01,JAN,01-01-20,LEPP,Noain Pamplona,Spain,2,2,4,,,
2020,01,JAN,01-01-20,LERT,Rota,Spain,2,5,7,,,
2020,01,JAN,01-01-20,LESJ,Palma - Son San Juan,Spain,0,1,1,,,
2020,01,JAN,01-01-20,LESO,San Sebastian,Spain,4,5,9,,,
2020,01,JAN,01-01-20,LEST,Santiago,Spain,29,26,55,,,
2020,01,JAN,01-01-20,LEVC,Valencia,Spain,71,69,140,70,68,138
2020,01,JAN,01-01-20,LEVD,Valladolid,Spain,3,3,6,,,
2020,01,JAN,01-01-20,LEVT,Vitoria,Spain,1,2,3,,,
2020,01,JAN,01-01-20,LEVX,Vigo,Spain,5,6,11,,,
2020,01,JAN,01-01-20,LEXJ,Santander,Spain,10,9,19,,,
2020,01,JAN,01-01-20,LEZG,Zaragoza,Spain,12,10,22,,,
2020,01,JAN,01-01-20,LEZL,Sevilla,Spain,72,73,145,71,73,144
2020,01,JAN,01-01-20,ESGG,Göteborg,Sweden,59,64,123,58,64,122
2020,01,JAN,01-01-20,ESSA,Stockholm - Arlanda,Sweden,201,191,392,200,190,390
2020,01,JAN,01-01-20,ESSB,Stockholm - Bromma,Sweden,39,39,78,,,
2020,01,JAN,01-01-20,LSGG,Geneva,Switzerland,198,194,392,198,194,392
2020,01,JAN,01-01-20,LSGS,Sion,Switzerland,13,12,25,,,
2020,01,JAN,01-01-20,LSZH,Zürich,Switzerland,283,281,564,283,279,562
2020,01,JAN,01-01-20,LTAC,Ankara - Esenboğa,Turkey,94,99,193,,,
2020,01,JAN,01-01-20,LTAI,Antalya,Turkey,89,83,172,,,
2020,01,JAN,01-01-20,LTBA,Istanbul Atatürk,Turkey,21,24,45,,,
2020,01,JAN,01-01-20,LTBJ,Izmir - Adnan Menderes,Turkey,80,79,159,,,
2020,01,JAN,01-01-20,LTFJ,Istanbul Sabiha Gökçen,Turkey,284,267,551,,,
2020,01,JAN,01-01-20,LTFM,iGA Istanbul Airport,Turkey,540,534,1074,,,
2020,01,JAN,01-01-20,UKBB,Kiev - Boryspil,Ukraine,110,101,211,,,
2020,01,JAN,01-01-20,EGAA,Belfast - Aldergrove,United Kingdom,52,51,103,,,
2020,01,JAN,01-01-20,EGAC,Belfast - City Airport,United Kingdom,32,32,64,,,
2020,01,JAN,01-01-20,EGAE,Londonderry - Eglinton,United Kingdom,2,2,4,,,
2020,01,JAN,01-01-20,EGBB,Birmingham,United Kingdom,84,87,171,83,87,170
2020,01,JAN,01-01-20,EGCC,Manchester,United Kingdom,173,171,344,173,171,344
2020,01,JAN,01-01-20,EGGD,Bristol,United Kingdom,70,70,140,70,70,140
2020,01,JAN,01-01-20,EGGW,London - Luton,United Kingdom,164,169,333,164,169,333
2020,01,JAN,01-01-20,EGHI,Southampton,United Kingdom,22,22,44,,,
2020,01,JAN,01-01-20,EGKB,Biggin Hill,United Kingdom,5,5,10,,,
2020,01,JAN,01-01-20,EGKK,London - Gatwick,United Kingdom,325,322,647,325,322,647
2020,01,JAN,01-01-20,EGLC,London - City,United Kingdom,54,53,107,54,53,107
2020,01,JAN,01-01-20,EGLF,Farnborough,United Kingdom,14,15,29,,,
2020,01,JAN,01-01-20,EGLL,London - Heathrow,United Kingdom,592,582,1174,591,581,1172
2020,01,JAN,01-01-20,EGNT,Newcastle,United Kingdom,32,31,63,32,31,63
2020,01,JAN,01-01-20,EGNX,East Midlands,United Kingdom,18,21,39,,,
2020,01,JAN,01-01-20,EGPD,Aberdeen,United Kingdom,27,27,54,27,27,54
2020,01,JAN,01-01-20,EGPF,Glasgow,United Kingdom,59,57,116,61,58,119
2020,01,JAN,01-01-20,EGPH,Edinburgh,United Kingdom,115,111,226,115,111,226
2020,01,JAN,01-01-20,EGSS,London - Stansted,United Kingdom,196,203,399,196,203,399
2020,01,JAN,02-01-20,LATI,Tirana,Albania,41,42,83,,,
2020,01,JAN,02-01-20,UDYZ,Yerevan,Armenia,37,35,72,,,
2020,01,JAN,02-01-20,LOWG,Graz,Austria,16,17,33,,,
2020,01,JAN,02-01-20,LOWI,Innsbruck,Austria,41,45,86,,,
2020,01,JAN,02-01-20,LOWK,Klagenfurt,Austria,5,7,12,,,
2020,01,JAN,02-01-20,LOWL,Linz,Austria,7,7,14,,,
2020,01,JAN,02-01-20,LOWS,Salzburg,Austria,36,34,70,,,
2020,01,JAN,02-01-20,LOWW,Vienna,Austria,384,370,754,385,371,756
2020,01,JAN,02-01-20,EBAW,Antwerp,Belgium,15,14,29,,,
2020,01,JAN,02-01-20,EBBR,Brussels,Belgium,248,258,506,254,264,518
2020,01,JAN,02-01-20,EBCI,Charleroi,Belgium,78,80,158,78,80,158
2020,01,JAN,02-01-20,EBLG,Liège,Belgium,50,49,99,,,
2020,01,JAN,02-01-20,EBOS,Ostend-Bruges,Belgium,7,10,17,,,
2020,01,JAN,02-01-20,LQSA,Sarajevo,Bosnia and Herzegovina,12,12,24,,,
2020,01,JAN,02-01-20,LBSF,Sofia,Bulgaria,89,93,182,89,93,182
2020,01,JAN,02-01-20,LDZA,Zagreb,Croatia,54,54,108,54,54,108
2020,01,JAN,02-01-20,LDZL,Lučko,Croatia,1,1,2,,,
2020,01,JAN,02-01-20,LCLK,Larnaca,Cyprus,65,64,129,,,
2020,01,JAN,02-01-20,LCPH,Paphos,Cyprus,14,13,27,,,
2020,01,JAN,02-01-20,LKKV,Karlovy Vary,Czech Republic,4,6,10,,,
2020,01,JAN,02-01-20,LKMT,Ostrava,Czech Republic,8,8,16,,,
2020,01,JAN,02-01-20,LKPR,Prague,Czech Republic,197,201,398,197,197,394
2020,01,JAN,02-01-20,LKTB,Brno-Tuřany,Czech Republic,7,7,14,,,
2020,01,JAN,02-01-20,EKCH,Copenhagen - Kastrup,Denmark,320,318,638,320,318,638
2020,01,JAN,02-01-20,EETN,Tallinn,Estonia,58,59,117,58,59,117
2020,01,JAN,02-01-20,EETU,Tartu,Estonia,3,3,6,,,
2020,01,JAN,02-01-20,EFHK,Helsinki - Vantaa,Finland,248,245,493,256,252,508
2020,01,JAN,02-01-20,LFAQ,Albert-Bray,France,1,1,2,,,
2020,01,JAN,02-01-20,LFBA,Agen-La Garenne,France,3,2,5,,,
2020,01,JAN,02-01-20,LFBD,Bordeaux-Mérignac,France,85,85,170,,,
2020,01,JAN,02-01-20,LFBE,Bergerac-Roumanière,France,3,3,6,,,
2020,01,JAN,02-01-20,LFBH,La Rochelle-Ile de Ré,France,1,1,2,,,
2020,01,JAN,02-01-20,LFBI,Poitiers-Biard,France,1,2,3,,,
2020,01,JAN,02-01-20,LFBL,Limoges-Bellegarde,France,3,3,6,,,
2020,01,JAN,02-01-20,LFBO,Toulouse-Blagnac,France,133,127,260,123,118,241
2020,01,JAN,02-01-20,LFBP,Pau-Pyrénées,France,12,13,25,,,
2020,01,JAN,02-01-20,LFBT,Tarbes-Lourdes Pyrénées,France,6,6,12,,,
2020,01,JAN,02-01-20,LFBZ,Biarritz-Bayonne-Anglet,France,15,15,30,,,
2020,01,JAN,02-01-20,LFCR,Rodez-Marcillac,France,2,2,4,,,
2020,01,JAN,02-01-20,LFGJ,Dôle-Tavaux,France,2,2,4,,,
